"","CC","Year","CG","SenR","SenD","SenThird","CongR","CongD","CongThird","GovR","GovD","GovThird","SenR_Poll","SenD_Poll","GovR_Poll","GovD_Poll","CC..17","Year..18","CG..19","RLeanFromStateMean","DLeanFromStateMean","PRESyear","SENyear","GOVyear","Total.population","MalePop","FemalePop","Age5Under","Age5to9","Age10to14","Age15to19","Age20To24","Age25to34","Age35to44","Age45to54","Age55to59","Age60to64","Age65to74","Age75to84","Age85Plus","MedianAge","Adults18Plus","Adults21Plus","Adults62Plus","Adults65Plus","Adults18Male","Adults18Female","Adults65Male","Adults65Female","PopTwoOrMore","PopWhite","PopBlack","PopIndianNative","Cherokee","Chippewa","Navajo","Sioux","PopAsian","PopAsianIndian","PopChinese","PopFilipino","PopJapanese","PopKorean","PopVietnamese","PopOtherAsian","PopHawaiian","GuamOrChamarro","Samoan","OtherPacIslander","SomeOtherRace","RaceTwoOrMore","WhiteAndBlack","WhiteAndNative","WhiteAndAsian","WhiteAndAlaska","LoneRaceAndTwoOrMore","NotHispOrLatino","TotHousingUnits","NumVotes","Last.Max.Votes","Two.Max.Votes"
"82",23,2012,1,3100,6810,612,4144,6558,15,0,0,0,1084.1,2249.6,NA,NA,23,2012,1,0.0218918918918919,-0.0516216216216216,1,1,0,23330,11692,11638,1572,1510,1610,1472,1062,2454,2769,3470,1662,1413,2041,1445,850,516,17641,16944,5125,4336,8691,8950,1930,2406,146,22932,40,45,0,10,0,14,83,0,5,21,0,35,7,15,0,0,0,0,84,146,70,20,37,0,23330,23086,10740,6558,23330,17641
"83",23,2014,1,2028,2892,389,2027,3251,11,2389,2509,202,640,800,644.8,756.8,23,2014,1,-0.024375,0.079375,0,1,1,23578,11836,11742,1432,1638,1676,1483,1128,2441,2662,3397,1724,1491,2204,1433,869,526.6,17819,17112,5402,4506,8820,8999,2034,2472,190,23171,81,35,0,14,0,2,66,0,0,14,0,24,4,24,0,0,0,0,35,190,53,44,69,0,23578,23250,10901,3251,23578,17819
"84",23,2016,1,0,0,0,5286,5628,12,0,0,0,NA,NA,NA,NA,23,2016,1,0.0354054054054054,0.0345945945945946,1,0,0,23542,11849,11693,1428,1602,1701,1407,1163,2436,2575,3216,1739,1597,2333,1455,890,527.9,17858,17182,5613,4678,8866,8992,2130,2548,186,23110,87,17,0,6,0,1,99,0,11,27,9,15,0,37,2,0,0,0,41,186,39,75,54,4,23542,23185,10882,5628,23542,17858
"85",24,2012,1,4406,11107,724,5884,10548,25,0,0,0,1172,2432,NA,NA,24,2012,1,-0.014,-0.02075,1,1,0,29622,14750,14872,1725,1802,1822,1817,1571,3136,3237,4467,2147,1824,2909,1874,1291,515.8,23117,22173,7130,6074,11306,11811,2585,3489,337,28202,239,110,0,8,0,68,291,53,7,46,3,37,24,121,0,0,0,0,443,337,78,79,56,0,29622,26936,13601,10548,29622,23117
"86",24,2014,1,3401,4933,401,3344,5352,12,3560,4595,320,800,1000,806,946,24,2014,1,-0.0215,0.077,0,1,1,29449,14479,14970,1753,1813,1738,1653,1625,3153,3100,4230,2133,1994,3068,1922,1267,507.3,23065,22158,7415,6257,11297,11768,2733,3524,378,27917,297,105,0,11,0,56,299,35,5,22,3,32,24,178,12,0,0,0,441,378,52,87,134,1,29449,26648,13596,5352,29449,23065
"87",24,2016,1,0,0,0,7454,8386,6,0,0,0,NA,NA,NA,NA,24,2016,1,0.03025,0.036,1,0,0,29219,14520,14699,1616,1839,1730,1622,1562,3219,3102,4004,2211,1919,3182,1968,1245,538.9,22916,22153,7451,6395,11288,11628,2836,3559,356,27604,406,88,0,3,0,14,436,23,129,14,31,32,20,187,7,0,0,0,322,356,22,135,135,2,29219,26379,13630,8386,29219,22916
"88",25,2012,2,8277,15777,1172,14136,10688,28,0,0,0,1172,2432,NA,NA,25,2012,2,0.0655,-0.08325,1,1,0,47328,23491,23837,2819,2932,3429,3218,2317,5390,5765,7770,3456,2716,3724,2304,1488,411.1,36073,34366,9028,7516,17672,18401,3247,4269,607,45300,510,475,13,160,0,239,245,19,22,42,8,103,18,33,0,0,0,0,191,607,136,279,79,5,47328,45949,20568,14136,47328,36073
"89",25,2014,2,5046,5605,512,6242,4180,682,5339,5208,338,800,1000,806,946,25,2014,2,0.087,-0.035,0,1,1,47630,23834,23796,2724,2943,3329,3221,2412,5339,5613,7465,3728,2818,4176,2550,1312,419.8,36455,34875,9683,8038,17900,18555,3559,4479,797,45271,562,511,0,127,0,355,264,20,7,35,2,78,48,74,0,0,0,0,225,797,153,252,75,17,47630,46178,20641,6242,47630,36455
"90",25,2016,2,0,0,0,13083,9946,15,0,0,0,NA,NA,NA,NA,25,2016,2,0.14925,-0.083,1,0,0,47442,23860,23582,2709,2940,3215,3089,2447,5280,5438,7014,3826,3038,4521,2591,1334,432.2,36464,35170,10218,8446,18079,18385,3824,4622,769,45287,566,522,2,117,0,365,246,44,20,29,2,51,49,51,0,0,0,0,52,769,192,234,115,19,47442,45993,20513,13083,47442,36464
"91",26,2012,7,1036,2222,164,1031,2257,152,0,0,0,673.9,1398.4,NA,NA,26,2012,7,-0.0943478260869565,0.0847826086956522,1,1,0,6404,3221,3183,403,327,393,371,289,639,694,979,493,427,666,493,230,320.5,5033,4865,1646,1389,2540,2493,655,734,42,6273,30,9,0,7,0,0,18,0,0,8,4,6,0,0,0,0,0,0,32,42,7,20,7,0,6404,6310,3539,2257,6404,5033
"92",26,2014,7,1165,1554,146,1297,1559,3,1245,1436,104,920,1150,926.9,1087.9,26,2014,7,-0.03,0.0917391304347826,0,1,1,6315,3169,3146,379,353,374,355,286,627,646,949,549,394,691,458,254,341.2,4979,4812,1652,1403,2489,2490,662,741,76,6178,6,16,0,12,0,4,23,9,0,0,5,9,0,0,0,0,0,0,16,76,29,21,16,0,6315,6210,3546,1559,6315,4979
"93",26,2016,7,0,0,0,1380,2036,4,0,0,0,NA,NA,NA,NA,26,2016,7,-0.031304347826087,0.0939130434782609,1,0,0,6323,3167,3156,369,393,393,336,302,610,687,833,519,426,744,491,220,344.3,4953,4776,1732,1455,2475,2478,689,766,104,6172,2,26,0,18,0,8,7,3,0,1,0,3,0,0,0,0,0,0,12,104,29,38,24,0,6323,6210,3544,2036,6323,4953
"94",27,2012,3,92939,172711,8412,154824,112806,300,0,0,0,5127.5,10640,NA,NA,27,2012,3,0.108342857142857,-0.112057142857143,1,1,0,1161499,571232,590267,76851,72528,70351,73325,83753,189787,156106,171381,75047,59654,67597,43019,22100,NA,898227,853229,165275,132716,437122,461105,55849,76867,37285,881743,135351,9491,125,4286,44,1450,72227,16185,10222,2250,1608,5371,9595,26996,438,5,19,280,24964,37285,14808,5750,7419,1826,1161499,1084314,511323,154824,1161499,898227
"95",27,2012,5,49699,241616,13297,71078,224484,984,0,0,0,5127.5,10640,NA,NA,27,2012,5,-0.210914285714286,0.161657142857143,1,1,0,1161499,571232,590267,76851,72528,70351,73325,83753,189787,156106,171381,75047,59654,67597,43019,22100,NA,898227,853229,165275,132716,437122,461105,55849,76867,37285,881743,135351,9491,125,4286,44,1450,72227,16185,10222,2250,1608,5371,9595,26996,438,5,19,280,24964,37285,14808,5750,7419,1826,1161499,1084314,511323,224484,1161499,898227
"96",27,2012,6,226,311,17,307,243,0,0,0,0,58.6,121.6,NA,NA,27,2012,6,0.07,-0.05,1,1,0,1161499,571232,590267,76851,72528,70351,73325,83753,189787,156106,171381,75047,59654,67597,43019,22100,NA,898227,853229,165275,132716,437122,461105,55849,76867,37285,881743,135351,9491,125,4286,44,1450,72227,16185,10222,2250,1608,5371,9595,26996,438,5,19,280,24964,37285,14808,5750,7419,1826,1161499,1084314,511323,307,1161499,898227
"97",27,2014,3,82359,83505,4636,104334,64353,132,83897,79753,3518,6360,7950,6407.7,7520.7,27,2014,3,0.0943396226415094,-0.0283647798742138,0,1,1,1187207,584027,603180,78244,74403,71145,72230,81218,198937,156228,168881,80058,64646,75601,42830,22786,NA,920828,877280,177794,141217,448399,472429,60225,80992,42299,889126,141257,8456,55,3419,41,1397,77836,17894,10945,2655,1482,5240,10405,29215,484,52,25,224,27749,42299,16155,6929,8994,1722,1187207,1106869,515880,104334,1187207,920828
"98",27,2014,5,19108,40374,2188,19966,37311,3380,19600,38510,1676,2400,3000,2418,2838,27,2014,5,-0.127166666666667,0.17,0,1,1,1187207,584027,603180,78244,74403,71145,72230,81218,198937,156228,168881,80058,64646,75601,42830,22786,NA,920828,877280,177794,141217,448399,472429,60225,80992,42299,889126,141257,8456,55,3419,41,1397,77836,17894,10945,2655,1482,5240,10405,29215,484,52,25,224,27749,42299,16155,6929,8994,1722,1187207,1106869,515880,38510,1187207,920828
"99",27,2014,6,219,117,20,223,110,20,218,111,16,80,100,80.6,94.6,27,2014,6,0.2,-0.17,0,1,1,1187207,584027,603180,78244,74403,71145,72230,81218,198937,156228,168881,80058,64646,75601,42830,22786,NA,920828,877280,177794,141217,448399,472429,60225,80992,42299,889126,141257,8456,55,3419,41,1397,77836,17894,10945,2655,1482,5240,10405,29215,484,52,25,224,27749,42299,16155,6929,8994,1722,1187207,1106869,515880,223,1187207,920828
"100",27,2016,3,0,0,0,181815,143910,956,0,0,0,NA,NA,NA,NA,27,2016,3,0.102403846153846,-0.0317307692307692,1,0,0,1212620,597797,614823,79731,76187,71759,71604,79948,206336,158773,164687,81990,69608,84930,43297,23770,NA,942532,899805,192280,151997,460290,482242,65525,86472,42330,895069,150572,7992,9,3815,11,983,83401,19818,11252,3021,1173,5834,10704,31599,487,99,7,248,32769,42330,15432,7121,9694,1324,1212620,1130147,521768,181815,1212620,942532
"101",27,2016,5,0,0,0,70394,230343,454,0,0,0,NA,NA,NA,NA,27,2016,5,-0.211256038647343,0.285265700483092,1,0,0,1212620,597797,614823,79731,76187,71759,71604,79948,206336,158773,164687,81990,69608,84930,43297,23770,NA,942532,899805,192280,151997,460290,482242,65525,86472,42330,895069,150572,7992,9,3815,11,983,83401,19818,11252,3021,1173,5834,10704,31599,487,99,7,248,32769,42330,15432,7121,9694,1324,1212620,1130147,521768,230343,1212620,942532
"102",27,2016,6,0,0,0,383,143,0,0,0,0,NA,NA,NA,NA,27,2016,6,0.24,-0.17,1,0,0,1212620,597797,614823,79731,76187,71759,71604,79948,206336,158773,164687,81990,69608,84930,43297,23770,NA,942532,899805,192280,151997,460290,482242,65525,86472,42330,895069,150572,7992,9,3815,11,983,83401,19818,11252,3021,1173,5834,10704,31599,487,99,7,248,32769,42330,15432,7121,9694,1324,1212620,1130147,521768,383,1212620,942532
"103",28,2012,1,3909,5174,906,4369,5807,10,0,0,0,791.1,1641.6,NA,NA,28,2012,1,0.0666666666666667,-0.0892592592592593,1,1,0,19965,9847,10118,1139,1176,1306,1338,859,2151,2257,3340,1554,1305,1724,1310,506,318.7,15467,14864,4318,3540,7592,7875,1577,1963,286,19522,45,40,0,7,0,16,36,5,4,0,0,6,3,18,6,0,0,0,30,286,131,42,97,0,19965,19828,9023,5807,19965,15467
"104",28,2014,1,1861,2228,363,1928,2508,1,1896,2211,152,400,500,403,473,28,2014,1,-0.003,0.06,0,1,1,19785,9902,9883,1046,1295,1181,1235,945,2085,2144,3151,1650,1347,1846,1319,541,315.7,15463,14895,4437,3706,7666,7797,1686,2020,336,19271,48,49,0,10,0,4,39,0,28,1,0,10,0,0,0,0,0,0,42,336,97,57,86,18,19785,19631,9005,2508,19785,15463
"105",28,2016,1,0,0,0,4880,5438,10,0,0,0,NA,NA,NA,NA,28,2016,1,0.0407407407407407,0.0296296296296296,1,0,0,19603,9846,9757,986,1221,1281,1118,1005,1994,2069,2906,1743,1410,2036,1271,563,318.3,15404,14859,4514,3870,7658,7746,1794,2076,291,19047,93,39,11,10,0,0,90,1,63,9,0,13,0,4,5,0,5,0,38,291,100,60,56,15,19603,19423,9001,5438,19603,15404
"106",29,2012,8,3843,5484,447,5405,4393,26,0,0,0,879,1824,NA,NA,29,2012,8,0.0323333333333333,-0.0393333333333333,1,1,0,17959,9071,8888,1095,1007,1045,1065,620,1614,1907,2759,1441,1439,2266,1261,440,298.2,14080,13626,4850,3967,7039,7041,1913,2054,354,17082,46,374,9,294,0,0,66,23,3,6,0,25,8,1,0,0,0,0,37,354,85,238,9,0,17959,17669,13272,5405,17959,14080
"107",29,2014,8,883,839,99,921,789,1,931,772,54,280,350,282.1,331.1,29,2014,8,0.09,-0.0342857142857143,0,1,1,18349,9164,9185,1068,954,1164,1070,633,1738,1813,2629,1537,1501,2436,1378,428,287.2,14460,14003,5187,4242,7198,7262,2050,2192,338,17446,77,351,4,301,0,3,90,24,6,19,0,31,9,1,0,0,0,0,47,338,36,284,6,0,18349,18041,13514,931,18349,14460
"108",29,2016,8,0,0,0,6560,4718,19,0,0,0,NA,NA,NA,NA,29,2016,8,0.135789473684211,-0.0615789473684211,1,0,0,18580,9250,9330,1041,1056,1276,1058,646,1711,1805,2450,1429,1633,2605,1421,449,293.1,14507,14088,5465,4475,7267,7240,2190,2285,370,17669,90,362,0,251,0,3,44,11,1,9,0,14,0,9,0,0,0,0,45,370,51,283,7,0,18580,18251,13601,6560,18580,14507
"109",30,2012,8,7438,11131,937,10772,8696,81,0,0,0,527.4,1094.4,NA,NA,30,2012,8,0.0361111111111111,-0.0405555555555556,1,1,0,34735,17480,17255,2619,2562,2373,2311,1953,4569,4586,5497,2242,1623,2459,1183,758,NA,25696,24489,5355,4400,12890,12806,1899,2501,541,33429,244,213,0,186,0,15,254,64,16,16,19,41,2,96,6,0,0,0,48,541,144,162,184,0,34735,34261,14238,10772,34735,25696
"110",30,2014,8,6513,5395,559,6710,5081,10,6766,4947,381,680,850,685.1,804.1,30,2014,8,0.121764705882353,-0.0664705882352941,0,1,1,34929,17580,17349,2440,2404,2364,2355,1909,4630,4265,5470,2547,1778,2677,1399,691,NA,26206,25018,5810,4767,13168,13038,2125,2642,630,33528,240,174,0,122,3,14,284,29,26,100,20,56,0,53,6,0,0,0,67,630,138,206,194,0,34929,34393,14217,6766,34929,26206
"111",30,2016,8,0,0,0,10495,7292,61,0,0,0,NA,NA,NA,NA,30,2016,8,0.130588235294118,-0.07,1,0,0,35250,17780,17470,2275,2311,2500,2379,1948,4527,4305,5312,2611,2028,2791,1505,758,272.1,26573,25447,6237,5054,13324,13249,2253,2801,686,33732,214,139,0,34,3,18,338,4,24,90,19,26,121,54,9,0,0,0,132,686,151,266,171,0,35250,34638,14238,10495,35250,26573
"112",31,2012,8,6409,14086,768,9357,12174,55,0,0,0,1992.4,4134.4,NA,NA,31,2012,8,-0.0686764705882353,0.0482352941176471,1,1,0,44321,22321,22000,2426,2599,2787,2840,2090,4430,4847,6814,3702,3339,4592,2847,1008,1077.5,34726,33265,10214,8447,17365,17361,3969,4478,1021,41366,134,1435,60,1087,0,28,221,5,39,19,10,19,8,121,23,0,0,0,121,1021,131,749,57,0,44321,43909,26370,12174,44321,34726
"113",31,2014,8,7157,10374,727,8259,9318,4,7172,9998,503,2920,3650,2941.9,3452.9,31,2014,8,0.0389041095890411,0.0210958904109589,0,1,1,44415,22423,21992,2328,2858,2569,2657,2191,4419,4716,6487,3651,3694,4913,2939,993,1095.5,34951,33639,10907,8845,17480,17471,4213,4632,1141,41355,157,1376,22,966,0,29,202,6,97,18,8,9,5,59,32,0,0,6,152,1141,160,749,77,12,44415,43921,26438,9998,44415,34951
"114",31,2016,8,0,0,0,11516,12002,56,0,0,0,NA,NA,NA,NA,31,2016,8,0.0352631578947368,0.0255263157894737,1,0,0,44524,22431,22093,2287,2811,2601,2625,2234,4364,4762,6014,3590,3856,5357,2757,1266,1130,35150,33874,11678,9380,17564,17586,4515,4865,1067,41434,188,1549,0,1125,0,67,187,0,40,19,10,6,12,100,5,0,0,5,94,1067,144,646,87,4,44524,43967,26552,12002,44524,35150
"115",32,2012,1,1264,2164,215,1771,1946,2,0,0,0,761.8,1580.8,NA,NA,32,2012,1,0.03,-0.0573076923076923,1,1,0,9079,4573,4506,549,518,575,586,433,1026,1021,1385,723,470,729,687,377,221.1,7065,6753,2042,1793,3518,3547,761,1032,44,8645,28,3,0,0,0,1,208,18,0,13,0,21,0,156,8,0,0,0,143,44,20,1,23,0,9079,8833,4395,1946,9079,7065
"116",32,2014,1,964,1039,143,1052,1077,1,1033,950,96,360,450,362.7,425.7,32,2014,1,0.0355555555555556,0.0177777777777778,0,1,1,9054,4549,4505,564,558,508,547,472,1085,996,1235,765,500,773,590,461,210.1,7075,6761,2088,1824,3517,3558,789,1035,58,8627,14,18,0,0,0,11,235,19,0,12,0,15,2,187,2,2,0,0,100,58,25,27,4,0,9054,8761,4373,1077,9054,7075
"117",32,2016,1,0,0,0,3248,2180,3,0,0,0,NA,NA,NA,NA,32,2016,1,0.151071428571429,-0.08,1,0,0,9011,4510,4501,560,569,502,557,499,1036,1016,1175,801,508,784,625,379,209.1,7008,6718,2034,1788,3489,3519,790,998,95,8583,23,9,0,0,0,9,222,0,0,4,0,6,3,209,3,3,0,0,76,95,27,29,35,0,9011,8710,4393,3248,9011,7008
"118",33,2012,8,2697,4819,356,4028,3845,28,0,0,0,586,1216,NA,NA,33,2012,8,0.019,-0.024,1,1,0,13037,6604,6433,725,863,856,901,619,1443,1545,2132,907,837,1236,775,198,82.3,10022,9539,2644,2209,5033,4989,1015,1194,150,12705,79,55,0,17,3,0,48,16,0,12,0,19,1,0,0,0,0,0,0,150,25,98,27,0,13037,12841,6176,4028,13037,10022
"119",33,2014,8,718,861,93,749,796,1,743,801,67,240,300,241.8,283.8,33,2014,8,0.065,-0.0183333333333333,0,1,1,12818,6530,6288,648,827,833,819,654,1404,1406,2017,972,946,1319,781,192,86.8,9982,9512,2850,2292,5037,4945,1056,1236,126,12509,22,103,0,48,0,0,45,16,0,20,0,4,5,0,0,0,0,0,13,126,8,89,27,0,12818,12606,6147,801,12818,9982
"120",33,2016,8,0,0,0,4507,3435,25,0,0,0,NA,NA,NA,NA,33,2016,8,0.131,-0.0635,1,0,0,12593,6436,6157,581,866,819,748,670,1333,1439,1791,969,976,1384,802,215,87,9836,9409,3000,2401,4967,4869,1099,1302,105,12284,34,89,0,40,0,0,51,13,0,8,0,30,0,0,1,0,0,1,29,105,22,44,4,6,12593,12389,6032,4507,12593,9836
"121",34,2012,7,6990,13033,838,8663,11475,892,0,0,0,1377.1,2857.6,NA,NA,34,2012,7,-0.0248936170212766,0.0178723404255319,1,1,0,41675,20979,20696,2811,2508,2862,2946,2790,4861,4608,5994,2954,2495,3354,2348,1144,450.6,31741,29930,8293,6846,15779,15962,3040,3806,575,39339,894,213,0,93,0,40,201,20,9,15,0,6,23,128,0,0,0,0,453,575,201,167,61,2,41675,37006,19303,11475,41675,31741
"122",34,2014,7,4024,4777,401,3936,5149,7,4237,4416,285,1040,1300,1047.8,1229.8,34,2014,7,0.0134615384615385,0.0469230769230769,0,1,1,41826,21079,20747,2788,2579,2897,2639,2925,4942,4494,5662,3112,2693,3568,2350,1177,460.4,31890,30196,8643,7095,15839,16051,3166,3929,584,38315,1262,216,0,138,0,23,193,15,6,35,0,27,3,107,0,0,0,0,1256,584,163,174,76,3,41826,37019,19359,5149,41826,31890
"123",34,2016,7,0,0,0,10313,10872,17,0,0,0,NA,NA,NA,NA,34,2016,7,0.0425,0.0266666666666667,1,0,0,41993,21033,20960,2856,2622,2998,2374,2952,5213,4446,5327,3055,2876,3803,2327,1144,456.7,31927,30473,8952,7274,15728,16199,3253,4021,580,37223,1579,225,12,47,0,31,308,8,24,13,0,25,24,214,0,0,0,0,2078,580,194,192,41,39,41993,36958,19424,10872,41993,31927
"124",35,2012,7,625,1674,75,527,1803,67,0,0,0,1142.7,2371.2,NA,NA,35,2012,7,-0.165128205128205,0.156410256410256,1,1,0,4558,2271,2287,231,253,309,267,196,354,460,706,402,318,475,374,213,429.5,3579,3460,1223,1062,1790,1789,468,594,44,4449,14,20,0,0,0,0,21,0,12,0,4,5,0,0,0,0,0,0,10,44,11,17,8,0,4558,4537,2625,2371.2,4558,3579
"125",35,2014,7,694,1095,85,552,1306,3,734,1027,60,1400,1750,1410.5,1655.5,35,2014,7,-0.0891428571428571,0.150285714285714,0,1,1,4534,2264,2270,226,284,285,285,185,360,450,666,413,333,483,354,210,438.4,3541,3427,1203,1047,1776,1765,476,571,29,4461,15,6,0,0,0,0,20,0,11,3,3,3,0,0,0,0,0,0,3,29,4,12,4,0,4534,4450,2633,1750,4534,3541
"126",35,2016,7,0,0,0,795,1569,2,0,0,0,NA,NA,NA,NA,35,2016,7,-0.0943589743589744,0.158205128205128,1,0,0,4525,2296,2229,273,276,243,291,219,385,436,612,380,357,501,320,232,440,3532,3401,1226,1053,1802,1730,487,566,33,4440,24,9,0,0,1,6,17,0,14,1,0,2,0,0,0,0,0,0,2,33,6,16,8,0,4525,4439,2655,1569,4525,3532
"127",36,2012,8,646,1499,80,988,1267,7,0,0,0,380.9,790.4,NA,NA,36,2012,8,-0.0361538461538462,0.0238461538461538,1,1,0,13743,6853,6890,729,669,918,869,576,1209,1585,2225,1178,995,1483,940,367,NA,10851,10466,3375,2790,5364,5487,1264,1526,195,13073,39,380,0,190,0,0,34,0,0,0,0,0,0,34,0,0,0,0,22,195,21,99,0,14,13743,13595,8380,1267,13743,10851
"128",36,2014,8,1028,1367,146,1255,1191,1,1034,1342,80,560,700,564.2,662.2,36,2014,8,0.0378571428571429,0.015,0,1,1,13528,6781,6747,681,768,786,823,580,1268,1458,2047,1218,1104,1461,891,443,NA,10758,10380,3531,2795,5375,5383,1291,1504,193,12820,102,371,0,145,0,0,36,0,0,0,0,35,1,0,0,0,0,0,6,193,10,152,0,9,13528,13477,8366,1342,13528,10758
"129",36,2016,8,0,0,0,3018,3245,18,0,0,0,NA,NA,NA,NA,36,2016,8,0.0395454545454545,0.0209090909090909,1,0,0,13318,6652,6666,626,777,710,763,677,1219,1386,1857,1257,1120,1550,914,462,NA,10698,10293,3653,2926,5316,5382,1355,1571,156,12560,128,410,0,187,0,0,57,0,20,11,0,13,1,12,0,0,0,0,7,156,29,127,0,0,13318,13276,8351,3245,13318,10698
"130",38,2012,8,1606,4453,226,2542,3835,14,0,0,0,498.1,1033.6,NA,NA,38,2012,8,-0.111764705882353,0.0788235294117647,1,1,0,10574,5392,5182,570,475,603,608,494,1048,1076,1786,927,701,1102,828,356,300.9,8544,8228,2558,2286,4351,4193,1100,1186,211,10203,15,30,0,22,0,0,18,0,0,0,0,18,0,0,0,0,0,0,97,211,30,142,3,0,10574,10492,6831,3835,10574,8544
"131",38,2014,8,1391,2631,169,1723,2279,2,1427,2497,109,560,700,564.2,662.2,38,2014,8,-0.0257142857142857,0.0892857142857143,0,1,1,10520,5322,5198,562,518,578,553,459,1086,1047,1587,954,810,1167,870,329,308.1,8513,8142,2724,2366,4284,4229,1159,1207,221,10199,16,37,0,28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46,221,25,141,0,0,10520,10402,6991,2497,10520,8513
"132",38,2016,8,0,0,0,2734,3714,4,0,0,0,NA,NA,NA,NA,38,2016,8,-0.0194736842105263,0.0878947368421053,1,0,0,10446,5365,5081,529,537,557,555,442,1029,1079,1473,913,971,1188,841,332,322.3,8480,8137,2878,2361,4332,4148,1157,1204,129,10082,105,60,0,17,0,0,18,0,9,0,0,0,8,1,7,0,0,7,45,129,28,69,10,0,10446,10298,7028,3714,10446,8480
"133",40,2012,1,4215,8516,691,6151,7247,23,0,0,0,732.5,1520,NA,NA,40,2012,1,-0.022,0.0596,1,1,0,21393,10699,10694,1283,1386,1606,1309,1017,2404,2663,3454,1520,1336,1778,1168,469,300.5,16240,15656,4228,3415,8101,8139,1557,1858,285,20319,106,78,0,62,0,0,99,16,3,9,14,25,2,30,0,0,0,0,506,285,32,67,39,0,21393,20072,9869,7247,21393,16240
"134",40,2014,1,2291,2619,255,2368,2740,8,2387,2373,239,480,600,483.6,567.6,40,2014,1,0.0391666666666667,0.0166666666666667,0,1,1,21654,10954,10700,1162,1444,1571,1269,1078,2443,2645,3335,1704,1430,1958,1170,445,303.2,16633,16078,4446,3573,8333,8300,1591,1982,274,20577,160,98,0,39,0,0,135,3,4,16,17,53,4,38,0,0,0,0,410,274,43,37,94,0,21654,20263,10090,2740,21654,16633
"135",40,2016,1,0,0,0,8078,6522,15,0,0,0,NA,NA,NA,NA,40,2016,1,0.0822222222222222,-0.0144444444444444,1,0,0,21806,11011,10795,1107,1458,1627,1180,1231,2470,2624,3157,1778,1463,2094,1098,519,300.8,16767,16244,4618,3711,8357,8410,1689,2022,223,20726,208,85,0,19,0,0,112,0,5,25,0,68,3,11,2,0,0,0,450,223,9,58,130,0,21806,20327,10301,8078,21806,16767
"136",41,2012,7,1112,1712,189,1102,1785,165,0,0,0,586,1216,NA,NA,41,2012,7,-0.0675,0.055,1,1,0,5257,2611,2646,318,295,331,288,246,509,549,729,341,333,582,453,283,232.1,4112,3995,1509,1318,2025,2087,544,774,13,5151,10,26,0,15,0,11,4,0,0,0,0,4,0,0,0,0,0,0,53,13,5,0,8,0,5257,5178,2837,1785,5257,4112
"137",41,2014,7,1041,1100,192,935,1379,1,1087,1047,134,800,1000,806,946,41,2014,7,0.0115,0.043,0,1,1,5257,2618,2639,288,350,319,299,234,490,536,686,365,331,605,452,302,232.9,4107,3960,1557,1359,2024,2083,588,771,26,5116,27,8,0,3,0,3,9,2,0,3,0,4,0,0,0,0,0,0,71,26,0,3,23,0,5257,5163,2860,1379,5257,4107
"138",41,2016,7,0,0,0,1388,1580,0,0,0,0,NA,NA,NA,NA,41,2016,7,0.0115,0.043,1,0,0,5322,2651,2671,302,389,316,305,228,493,543,656,395,327,602,459,307,228.1,4131,3968,1574,1368,2041,2090,595,773,41,5182,13,38,0,14,0,5,8,1,5,2,0,0,0,0,0,0,0,0,40,41,25,3,12,0,5322,5229,2877,1580,5322,4131
"139",42,2012,7,4085,7320,638,4378,7101,576,0,0,0,966.9,2006.4,NA,NA,42,2012,7,-0.0163636363636364,0.00393939393939394,1,1,0,27002,13336,13666,1859,1857,1652,2114,2464,3592,2929,3711,1542,1492,1734,1259,797,399.6,20503,18773,4643,3790,10112,10391,1629,2161,264,24386,552,148,0,36,0,84,781,17,17,5,0,19,34,689,0,0,0,0,871,264,123,28,14,0,27002,25411,11923,7101,27002,20503
"140",42,2014,7,4178,3799,394,3917,4373,9,4407,3460,299,1320,1650,1329.9,1560.9,42,2014,7,0.0660606060606061,-0.00484848484848485,0,1,1,26969,13493,13476,1892,1880,1678,2039,2335,3528,2972,3587,1748,1466,1825,1260,759,393,20450,18932,4677,3844,10157,10293,1680,2164,159,24370,698,138,0,40,0,71,813,2,59,61,0,22,30,639,0,0,0,0,791,159,70,32,44,0,26969,25322,12037,4407,26969,20450
"141",42,2016,7,0,0,0,5752,6136,11,0,0,0,NA,NA,NA,NA,42,2016,7,0.0660606060606061,-0.00484848484848485,1,0,0,26797,13449,13348,1872,1801,1830,1995,2020,3513,3099,3351,1935,1455,1941,1237,748,394.8,20228,18860,4772,3926,10058,10170,1733,2193,242,23967,767,139,0,91,0,2,902,1,64,68,0,11,9,749,0,0,0,0,780,242,75,60,94,0,26797,25190,12027,6136,26797,20228
"142",44,2012,7,531,1483,111,438,1624,100,0,0,0,556.7,1155.2,NA,NA,44,2012,7,-0.145263157894737,0.128947368421053,1,1,0,4206,2151,2055,388,353,299,220,254,447,413,499,284,278,419,253,99,147.9,3022,2833,941,771,1510,1512,351,420,282,2283,17,1563,0,1297,0,54,55,10,0,2,0,0,17,26,0,0,0,0,6,282,6,240,0,31,4206,4106,2116,1624,4206,3022
